,token,normedProbCorrect,ifCorrect,numResponsesBefore,ifMatch,ifContextHumanFirst,ifPicked
64_soldier_museum, TRUE,0.7763912311856153,True,9,True,False,False
64_soldier_alley, TRUE,0.7582617658675337,True,9,True,False,False
64_banker_hospital, TRUE,0.7821487756597607,True,9,True,False,False
64_lion_cave, FALSE,0.4689406850254404,False,9,True,False,True
64_engineer_cave, TRUE,0.6807642530255098,True,9,False,False,False
65_sheep_ocean, FALSE,0.4899467800635046,False,2,True,True,True
65_doctor_store, TRUE,0.6622974954429792,True,2,True,True,False
65_student_apartment, TRUE,0.7079318486455635,True,2,True,True,False
65_butcher_skyscraper, TRUE,0.5988245866165991,True,2,True,True,False
65_toddler_stream, TRUE,0.6740722785661837,True,2,False,True,False
66_chipmunk_forest, FALSE,0.48581314646378776,False,3,True,True,False
66_ant_savannah, FALSE,0.5369560192695941,True,3,True,True,False
66_architect_hospital, TRUE,0.5929161486827083,True,3,True,True,False
66_crocodile_cave, FALSE,0.48954254771271616,False,3,True,True,True
66_engineer_ocean, TRUE,0.5797815013817901,True,3,False,True,False
67_sheep_cave, FALSE,0.49917219325635614,False,4,True,True,True
67_woman_office, TRUE,0.5920162720635601,True,4,True,True,False
67_butcher_museum, TRUE,0.4437520419983455,False,4,True,True,False
67_toddler_house, TRUE,0.5339983738452702,True,4,True,True,False
67_human_tundra, TRUE,0.3738267114246404,False,4,False,True,False
68_soldier_hospital, TRUE,0.5098253850070456,True,5,True,True,True
68_butcher_alley, TRUE,0.42818669610156257,False,5,True,True,False
68_crocodile_creek, FALSE,0.7008340416925541,True,5,True,True,False
68_salamander_lake, FALSE,0.6320788220662639,True,5,True,True,False
68_condor_hospital, FALSE,0.6234915119810894,True,5,False,True,False
69_lion_savannah, FALSE,0.49785804810305784,False,6,True,True,True
69_human_library, TRUE,0.48361506884376093,False,6,True,True,False
69_sheep_creek, FALSE,0.7993138568667534,True,6,True,True,False
69_human_store, TRUE,0.5098291835390977,True,6,True,True,False
69_chipmunk_hospital, FALSE,0.5963569332990121,True,6,False,True,False
70_soldier_skyscraper, TRUE,0.220522730838932,False,7,True,True,False
70_student_library, TRUE,0.5370821614898443,True,7,True,True,True
70_lion_ocean, FALSE,0.754565448569839,True,7,True,True,False
70_condor_delta, FALSE,0.6917056424433965,True,7,True,True,False
70_shark_house, FALSE,0.7544354044740491,True,7,False,True,False
71_bee_savannah, FALSE,0.7853908760903823,True,8,True,True,False
71_chipmunk_delta, FALSE,0.7875452977100345,True,8,True,True,False
71_doctor_condominium, TRUE,0.6562384036786506,True,8,True,True,False
71_woman_restaurant, TRUE,0.8312211799527726,True,8,True,True,False
71_ant_condominium, FALSE,0.6278790391258646,True,8,False,True,True
72_soldier_museum, TRUE,0.297497829859905,False,9,True,True,False
72_soldier_alley, TRUE,0.3864169637461459,False,9,True,True,False
72_banker_hospital, TRUE,0.4638834714211516,False,9,True,True,True
72_lion_cave, FALSE,0.7584127443165996,True,9,True,True,False
72_engineer_cave, TRUE,0.207651219725829,False,9,False,True,False
73_sheep_ocean, FALSE,0.4751477315737264,False,2,True,True,True
73_doctor_store, TRUE,0.6315366204232121,True,2,True,True,False
73_student_apartment, TRUE,0.6714444694813126,True,2,True,True,False
73_butcher_skyscraper, TRUE,0.5867513340864443,True,2,True,True,False
73_toddler_stream, TRUE,0.6306440650119779,True,2,False,True,False
74_chipmunk_forest, FALSE,0.43887533556231695,False,3,True,True,False
74_ant_savannah, FALSE,0.4824891019649236,False,3,True,True,True
74_architect_hospital, TRUE,0.608936570942573,True,3,True,True,False
74_crocodile_cave, FALSE,0.4332703829511388,False,3,True,True,False
74_engineer_ocean, TRUE,0.6070727844974622,True,3,False,True,False
75_sheep_cave, FALSE,0.4811186327820257,False,4,True,True,False
75_woman_office, TRUE,0.6318791787246986,True,4,True,True,False
75_butcher_museum, TRUE,0.5020952277358623,True,4,True,True,True
75_toddler_house, TRUE,0.5676800945087265,True,4,True,True,False
75_human_tundra, TRUE,0.467777136384834,False,4,False,True,False
76_soldier_hospital, TRUE,0.5751518299809495,True,5,True,True,False
76_butcher_alley, TRUE,0.5684364169014725,True,5,True,True,False
76_crocodile_creek, FALSE,0.49779604427422036,False,5,True,True,True
76_salamander_lake, FALSE,0.5599763265358687,True,5,True,True,False
76_condor_hospital, FALSE,0.5041140696522681,True,5,False,True,False
77_lion_savannah, FALSE,0.5414903110085444,True,6,True,True,False
77_human_library, TRUE,0.5447351956996068,True,6,True,True,False
77_sheep_creek, FALSE,0.6168628086706686,True,6,True,True,False
77_human_store, TRUE,0.53852347424183,True,6,True,True,True
77_chipmunk_hospital, FALSE,0.6574439006062484,True,6,False,True,False
78_soldier_skyscraper, TRUE,0.3251714054365508,False,7,True,True,False
78_student_library, TRUE,0.5512283579533,True,7,True,True,True
78_lion_ocean, FALSE,0.7415643472075437,True,7,True,True,False
78_condor_delta, FALSE,0.7426667486498068,True,7,True,True,False
78_shark_house, FALSE,0.7395113384314072,True,7,False,True,False
79_bee_savannah, FALSE,0.8240961541958782,True,8,True,True,False
79_chipmunk_delta, FALSE,0.8928668756122327,True,8,True,True,False
79_doctor_condominium, TRUE,0.30470720768985093,False,8,True,True,False
79_woman_restaurant, TRUE,0.5078700324707885,True,8,True,True,True
79_ant_condominium, FALSE,0.822140606414598,True,8,False,True,False
80_soldier_museum, TRUE,0.608315963892492,True,9,True,True,False
80_soldier_alley, TRUE,0.5829548135860241,True,9,True,True,False
80_banker_hospital, TRUE,0.6541986173604137,True,9,True,True,False
80_lion_cave, FALSE,0.47076226601562765,False,9,True,True,True
80_engineer_cave, TRUE,0.5409153446887556,True,9,False,True,False
81_sheep_ocean, FALSE,0.7272905001976961,True,2,True,False,False
81_doctor_store, TRUE,0.41702013569799623,False,2,True,False,False
81_student_apartment, TRUE,0.5567074643882164,True,2,True,False,False
81_butcher_skyscraper, TRUE,0.38058178017330624,False,2,True,False,False
81_toddler_stream, TRUE,0.4683346862477967,False,2,False,False,True
82_chipmunk_forest, FALSE,0.5217472108778058,True,3,True,False,False
82_ant_savannah, FALSE,0.5918946376543334,True,3,True,False,False
82_architect_hospital, TRUE,0.4816109853727623,False,3,True,False,True
82_crocodile_cave, FALSE,0.5716124646292268,True,3,True,False,False
82_engineer_ocean, TRUE,0.3822468121974725,False,3,False,False,False
83_sheep_cave, FALSE,0.5539898238902297,True,4,True,False,False
83_woman_office, TRUE,0.6609447550578905,True,4,True,False,False
83_butcher_museum, TRUE,0.4669937340433873,False,4,True,False,False
83_toddler_house, TRUE,0.5200526484863848,True,4,True,False,True
83_human_tundra, TRUE,0.4438678161496592,False,4,False,False,False
84_soldier_hospital, TRUE,0.4684686241778237,False,5,True,False,False
84_butcher_alley, TRUE,0.510048454362934,True,5,True,False,False
84_crocodile_creek, FALSE,0.5381565768130256,True,5,True,False,False
84_salamander_lake, FALSE,0.4992055756684932,False,5,True,False,True
84_condor_hospital, FALSE,0.6584775338685089,True,5,False,False,False
85_lion_savannah, FALSE,0.5016670013234001,True,6,True,False,True
85_human_library, TRUE,0.6324716804678353,True,6,True,False,False
85_sheep_creek, FALSE,0.614355154049299,True,6,True,False,False
85_human_store, TRUE,0.6234360014116989,True,6,True,False,False
85_chipmunk_hospital, FALSE,0.526934286699309,True,6,False,False,False
86_soldier_skyscraper, TRUE,0.43747237082553164,False,7,True,False,True
86_student_library, TRUE,0.6177612635591916,True,7,True,False,False
86_lion_ocean, FALSE,0.7192457839337145,True,7,True,False,False
86_condor_delta, FALSE,0.6020415020798972,True,7,True,False,False
86_shark_house, FALSE,0.6532064206886135,True,7,False,False,False
87_bee_savannah, FALSE,0.5831625533291372,True,8,True,False,True
87_chipmunk_delta, FALSE,0.6177045358958722,True,8,True,False,False
87_doctor_condominium, TRUE,0.78568648962626,True,8,True,False,False
87_woman_restaurant, TRUE,0.7873192356847247,True,8,True,False,False
87_ant_condominium, FALSE,0.4017171383264942,False,8,False,False,False
88_soldier_museum, TRUE,0.5072970168800758,True,9,True,False,True
88_soldier_alley, TRUE,0.4452496392882735,False,9,True,False,False
88_banker_hospital, TRUE,0.664473137068844,True,9,True,False,False
88_lion_cave, FALSE,0.7264506027170586,True,9,True,False,False
88_engineer_cave, TRUE,0.5229131277210212,True,9,False,False,False
89_sheep_ocean, FALSE,0.6033696144555079,True,2,True,False,False
89_doctor_store, TRUE,0.5096261754117966,True,2,True,False,True
89_student_apartment, TRUE,0.579135440228686,True,2,True,False,False
89_butcher_skyscraper, TRUE,0.5450624801354891,True,2,True,False,False
89_toddler_stream, TRUE,0.5263807795836971,True,2,False,False,False
90_chipmunk_forest, FALSE,0.5424258783047843,True,3,True,False,False
90_ant_savannah, FALSE,0.5180290352084282,True,3,True,False,False
90_architect_hospital, TRUE,0.5286817130836033,True,3,True,False,False
90_crocodile_cave, FALSE,0.5127459529912385,True,3,True,False,True
90_engineer_ocean, TRUE,0.44005656357850614,False,3,False,False,False
91_sheep_cave, FALSE,0.6981003535935574,True,4,True,False,False
91_woman_office, TRUE,0.5646161834448703,True,4,True,False,False
91_butcher_museum, TRUE,0.20206158066489646,False,4,True,False,False
91_toddler_house, TRUE,0.44266281883924696,False,4,True,False,True
91_human_tundra, TRUE,0.28126212878099593,False,4,False,False,False
92_soldier_hospital, TRUE,0.4254625627708765,False,5,True,False,True
92_butcher_alley, TRUE,0.32330082227580004,False,5,True,False,False
92_crocodile_creek, FALSE,0.7060170635153747,True,5,True,False,False
92_salamander_lake, FALSE,0.7218220974783921,True,5,True,False,False
92_condor_hospital, FALSE,0.693303437272335,True,5,False,False,False
93_lion_savannah, FALSE,0.351188498023316,False,6,True,False,False
93_human_library, TRUE,0.7036791396876869,True,6,True,False,False
93_sheep_creek, FALSE,0.5137122957377459,True,6,True,False,True
93_human_store, TRUE,0.7681609498944001,True,6,True,False,False
93_chipmunk_hospital, FALSE,0.3729074293895602,False,6,False,False,False
94_soldier_skyscraper, TRUE,0.722042639058902,True,7,True,False,False
94_student_library, TRUE,0.8623946771801633,True,7,True,False,False
94_lion_ocean, FALSE,0.36114447207565653,False,7,True,False,False
94_condor_delta, FALSE,0.33566380286384473,False,7,True,False,False
94_shark_house, FALSE,0.4323554523862622,False,7,False,False,True
95_bee_savannah, FALSE,0.6319137668384329,True,8,True,False,False
95_chipmunk_delta, FALSE,0.7754334563469081,True,8,True,False,False
95_doctor_condominium, TRUE,0.49017650676230107,False,8,True,False,True
95_woman_restaurant, TRUE,0.5790684840597772,True,8,True,False,False
95_ant_condominium, FALSE,0.6379819848872642,True,8,False,False,False
96_soldier_museum, TRUE,0.46295006294000096,False,9,True,False,False
96_soldier_alley, TRUE,0.44946624864365875,False,9,True,False,False
96_banker_hospital, TRUE,0.5268144239774333,True,9,True,False,True
96_lion_cave, FALSE,0.8153123497636426,True,9,True,False,False
96_engineer_cave, TRUE,0.26081504514726894,False,9,False,False,False
97_sheep_ocean, FALSE,0.5960410074681695,True,2,True,True,False
97_doctor_store, TRUE,0.5246201579196721,True,2,True,True,False
97_student_apartment, TRUE,0.5603541726396586,True,2,True,True,False
97_butcher_skyscraper, TRUE,0.5353859555388004,True,2,True,True,False
97_toddler_stream, TRUE,0.5221793304462115,True,2,False,True,True
98_chipmunk_forest, FALSE,0.5794803560290478,True,3,True,True,False
98_ant_savannah, FALSE,0.5837614767421007,True,3,True,True,False
98_architect_hospital, TRUE,0.4544267703848972,False,3,True,True,True
98_crocodile_cave, FALSE,0.5870482364204274,True,3,True,True,False
98_engineer_ocean, TRUE,0.3939987290053591,False,3,False,True,False
99_sheep_cave, FALSE,0.5946008734363075,True,4,True,True,False
99_woman_office, TRUE,0.5459411324341403,True,4,True,True,True
99_butcher_museum, TRUE,0.31097714307014845,False,4,True,True,False
99_toddler_house, TRUE,0.40754247072582994,False,4,True,True,False
99_human_tundra, TRUE,0.4250159753297678,False,4,False,True,False
100_soldier_hospital, TRUE,0.5027684717077822,True,5,True,True,True
100_butcher_alley, TRUE,0.5573907763050939,True,5,True,True,False
100_crocodile_creek, FALSE,0.5039452931171811,True,5,True,True,False
100_salamander_lake, FALSE,0.5540171735763554,True,5,True,True,False
100_condor_hospital, FALSE,0.6722981243054587,True,5,False,True,False
101_lion_savannah, FALSE,0.45996288928051715,False,6,True,True,False
101_human_library, TRUE,0.6459823178051414,True,6,True,True,False
101_sheep_creek, FALSE,0.5126792311509036,True,6,True,True,True
101_human_store, TRUE,0.6357110813114076,True,6,True,True,False
101_chipmunk_hospital, FALSE,0.6036343308553451,True,6,False,True,False
102_soldier_skyscraper, TRUE,0.2357373502291671,False,7,True,True,False
102_student_library, TRUE,0.5235374277027486,True,7,True,True,True
102_lion_ocean, FALSE,0.7924115126950457,True,7,True,True,False
102_condor_delta, FALSE,0.7494161797373416,True,7,True,True,False
102_shark_house, FALSE,0.8270798275575779,True,7,False,True,False
103_bee_savannah, FALSE,0.47267488983484424,False,8,True,True,True
103_chipmunk_delta, FALSE,0.5673261873387513,True,8,True,True,False
103_doctor_condominium, TRUE,0.6988965203841326,True,8,True,True,False
103_woman_restaurant, TRUE,0.7213507995182892,True,8,True,True,False
103_ant_condominium, FALSE,0.4670516410465914,False,8,False,True,False
104_soldier_museum, TRUE,0.7198900565832066,True,9,True,True,False
104_soldier_alley, TRUE,0.7221459882343947,True,9,True,True,False
104_banker_hospital, TRUE,0.809576089569857,True,9,True,True,False
104_lion_cave, FALSE,0.46306481883164896,False,9,True,True,True
104_engineer_cave, TRUE,0.6322446508441697,True,9,False,True,False
105_sheep_ocean, FALSE,0.578976442002024,True,2,True,True,False
105_doctor_store, TRUE,0.5583646248493238,True,2,True,True,False
105_student_apartment, TRUE,0.5664870029366476,True,2,True,True,False
105_butcher_skyscraper, TRUE,0.5325448098978203,True,2,True,True,False
105_toddler_stream, TRUE,0.5202002115019877,True,2,False,True,True
106_chipmunk_forest, FALSE,0.5179347298405201,True,3,True,True,False
106_ant_savannah, FALSE,0.5149186579452466,True,3,True,True,False
106_architect_hospital, TRUE,0.5119615572882313,True,3,True,True,True
106_crocodile_cave, FALSE,0.5308540722551872,True,3,True,True,False
106_engineer_ocean, TRUE,0.42295331660802893,False,3,False,True,False
107_sheep_cave, FALSE,0.580312118885888,True,4,True,True,False
107_woman_office, TRUE,0.5677428275313363,True,4,True,True,False
107_butcher_museum, TRUE,0.3504300691261647,False,4,True,True,False
107_toddler_house, TRUE,0.4730980193943445,False,4,True,True,True
107_human_tundra, TRUE,0.43802914250388325,False,4,False,True,False
108_soldier_hospital, TRUE,0.5367568299969497,True,5,True,True,False
108_butcher_alley, TRUE,0.5929677035627857,True,5,True,True,False
108_crocodile_creek, FALSE,0.44263084514366874,False,5,True,True,False
108_salamander_lake, FALSE,0.4878078048494136,False,5,True,True,True
108_condor_hospital, FALSE,0.5678804413756536,True,5,False,True,False
109_lion_savannah, FALSE,0.4383972713261251,False,6,True,True,False
109_human_library, TRUE,0.5853159665210442,True,6,True,True,False
109_sheep_creek, FALSE,0.5428973805319706,True,6,True,True,True
109_human_store, TRUE,0.5898566576109596,True,6,True,True,False
109_chipmunk_hospital, FALSE,0.5759905203041726,True,6,False,True,False
110_soldier_skyscraper, TRUE,0.4728850576018983,False,7,True,True,True
110_student_library, TRUE,0.6400006578139564,True,7,True,True,False
110_lion_ocean, FALSE,0.6770421081069588,True,7,True,True,False
110_condor_delta, FALSE,0.561159382405504,True,7,True,True,False
110_shark_house, FALSE,0.673822479913035,True,7,False,True,False
111_bee_savannah, FALSE,0.5238676190007558,True,8,True,True,True
111_chipmunk_delta, FALSE,0.6042849077522576,True,8,True,True,False
111_doctor_condominium, TRUE,0.5931739098370872,True,8,True,True,False
111_woman_restaurant, TRUE,0.6817359112400866,True,8,True,True,False
111_ant_condominium, FALSE,0.5396618396683085,True,8,False,True,False
112_soldier_museum, TRUE,0.5486564771612596,True,9,True,True,False
112_soldier_alley, TRUE,0.5797052904800334,True,9,True,True,False
112_banker_hospital, TRUE,0.5824558083219078,True,9,True,True,False
112_lion_cave, FALSE,0.5564842859492425,True,9,True,True,False
112_engineer_cave, TRUE,0.45223539055969825,False,9,False,True,True
113_sheep_ocean, FALSE,0.6023055912451256,True,2,True,False,False
113_doctor_store, TRUE,0.5063463716547669,True,2,True,False,False
113_student_apartment, TRUE,0.5560662741324152,True,2,True,False,False
113_butcher_skyscraper, TRUE,0.5038918638991111,True,2,True,False,True
113_toddler_stream, TRUE,0.477894906181369,False,2,False,False,False
114_chipmunk_forest, FALSE,0.5245174215774974,True,3,True,False,False
114_ant_savannah, FALSE,0.5055988159762195,True,3,True,False,True
114_architect_hospital, TRUE,0.5515067409106091,True,3,True,False,False
114_crocodile_cave, FALSE,0.4625043262921196,False,3,True,False,False
114_engineer_ocean, TRUE,0.4645561364427084,False,3,False,False,False
115_sheep_cave, FALSE,0.6856486251890858,True,4,True,False,False
115_woman_office, TRUE,0.5108196707150641,True,4,True,False,True
115_butcher_museum, TRUE,0.1957099463152243,False,4,True,False,False
115_toddler_house, TRUE,0.3793343794273287,False,4,True,False,False
115_human_tundra, TRUE,0.3400544521926255,False,4,False,False,False
116_soldier_hospital, TRUE,0.6347962629249384,True,5,True,False,False
116_butcher_alley, TRUE,0.6383616285383059,True,5,True,False,False
116_crocodile_creek, FALSE,0.4568640732934752,False,5,True,False,False
116_salamander_lake, FALSE,0.4959574630882035,False,5,True,False,True
116_condor_hospital, FALSE,0.39300822507565397,False,5,False,False,False
117_lion_savannah, FALSE,0.7027109660887407,True,6,True,False,False
117_human_library, TRUE,0.4145923485069216,False,6,True,False,True
117_sheep_creek, FALSE,0.8342618654020272,True,6,True,False,False
117_human_store, TRUE,0.3886751220853999,False,6,True,False,False
117_chipmunk_hospital, FALSE,0.8532968591790178,True,6,False,False,False
118_soldier_skyscraper, TRUE,0.650268634791836,True,7,True,False,False
118_student_library, TRUE,0.7017354150919195,True,7,True,False,False
118_lion_ocean, FALSE,0.5530763172640504,True,7,True,False,False
118_condor_delta, FALSE,0.49186778219075256,False,7,True,False,True
118_shark_house, FALSE,0.4544324131200676,False,7,False,False,False
119_bee_savannah, FALSE,0.7078908228391942,True,8,True,False,False
119_chipmunk_delta, FALSE,0.7040544724578188,True,8,True,False,False
119_doctor_condominium, TRUE,0.40498902807957077,False,8,True,False,True
119_woman_restaurant, TRUE,0.35913847858860704,False,8,True,False,False
119_ant_condominium, FALSE,0.7266196273160999,True,8,False,False,False
120_soldier_museum, TRUE,0.3779531347903419,False,9,True,False,False
120_soldier_alley, TRUE,0.35107464272342903,False,9,True,False,False
120_banker_hospital, TRUE,0.42545322503015404,False,9,True,False,True
120_lion_cave, FALSE,0.7971549468680789,True,9,True,False,False
120_engineer_cave, TRUE,0.18914284974791715,False,9,False,False,False
121_sheep_ocean, FALSE,0.5648318676700413,True,2,True,True,False
121_doctor_store, TRUE,0.5567921516950441,True,2,True,True,False
121_student_apartment, TRUE,0.5642448166935146,True,2,True,True,False
121_butcher_skyscraper, TRUE,0.56674458308728,True,2,True,True,False
121_toddler_stream, TRUE,0.5440255660193458,True,2,False,True,True
122_chipmunk_forest, FALSE,0.5231405568278965,True,3,True,True,True
122_ant_savannah, FALSE,0.5374823987577276,True,3,True,True,False
122_architect_hospital, TRUE,0.47247904323927303,False,3,True,True,False
122_crocodile_cave, FALSE,0.5255210270539077,True,3,True,True,False
122_engineer_ocean, TRUE,0.43319918793061424,False,3,False,True,False
123_sheep_cave, FALSE,0.5869030080147593,True,4,True,True,False
123_woman_office, TRUE,0.5293299266589991,True,4,True,True,True
123_butcher_museum, TRUE,0.35878560063833903,False,4,True,True,False
123_toddler_house, TRUE,0.2963303874425519,False,4,True,True,False
123_human_tundra, TRUE,0.44803473393191007,False,4,False,True,False
124_soldier_hospital, TRUE,0.45343012010422656,False,5,True,True,True
124_butcher_alley, TRUE,0.4093581697548515,False,5,True,True,False
124_crocodile_creek, FALSE,0.6023549341196484,True,5,True,True,False
124_salamander_lake, FALSE,0.5949052358281944,True,5,True,True,False
124_condor_hospital, FALSE,0.6659479332765632,True,5,False,True,False
125_lion_savannah, FALSE,0.4205093873931406,False,6,True,True,True
125_human_library, TRUE,0.608493163557753,True,6,True,True,False
125_sheep_creek, FALSE,0.6145187482318271,True,6,True,True,False
125_human_store, TRUE,0.6243427645629794,True,6,True,True,False
125_chipmunk_hospital, FALSE,0.7977612036866972,True,6,False,True,False
126_soldier_skyscraper, TRUE,0.3583916541317971,False,7,True,True,False
126_student_library, TRUE,0.5090360635757,True,7,True,True,True
126_lion_ocean, FALSE,0.7515641117530494,True,7,True,True,False
126_condor_delta, FALSE,0.6148295378431761,True,7,True,True,False
126_shark_house, FALSE,0.7398382099149529,True,7,False,True,False
